Country Code,Country,Income Type,Region,Source,Classification,Approval Date,Last Updated,Project Title,Project ID,Total Committed Amount (original currency mn),x : USD,Total Amount Committed (USD mn),Loan Amount Committed (USD mn),Grant Amount Committed (USD mn),Grant Portion,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Aug-16,Sep-16,Apr-19,Jul-19,Total Disbursed,Comment,Press release/project website,Additional source,potential_duplication,Flow ID
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-06-18,2015-07-02,WASH,"",1.4175,0.655,2.164122,,2.164122,1,0,0,2.164122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.164122,,,,FALSE,131279
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-06-18,2015-07-02,Food security,"",2.1845,0.655,3.335115,,3.335115,1,0,0,3.335115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.335115,,,,FALSE,131280
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-06-18,2015-07-02,Shleter,"",2.268,0.655,3.462595,,3.462595,1,0,0,3.462595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.462595,,,,FALSE,131281
NPL,Nepal,Low income,South Asia,"Luxembourg, Government of",,2015-06-18,2015-08-07,Food aid for communities affected by the earthquake (AH/AT/2015/0001) (through Les Amis du Tibet),"AH/AT/2015/0001, [EDRIS:72349]",0.019872,0.918,0.021647,,0.021647,1,0,0,0.021647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021647,,,,FALSE,132353
NPL,Nepal,Low income,South Asia,"Germany, Government of",,2015-06-19,2015-06-22,"The project supports the affected population by means of the distribution of building material and technical orientation (earthquake security) by the construction of semi more constantly lodgings. Dignity or hygiene Kits will serve to improve the health during the critical coming weeks. Besides, the distribution of vegetable seeds occurs.  (2015.1831.5)","2015.1831.5, [EDRIS:71747]",0.5,0.918,0.544662,,0.544662,1,0,0,0.544662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544662,,,,FALSE,130815
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-06-19,2015-07-02,"Earthquake Relief Response - Emergency shelter, Dhading, Nuwakot, Gorkha, Sindhupalchowk, Kathmandu Valley","",2.683885,0.655,4.097534,,4.097534,1,0,0,4.097534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.097534,,,,FALSE,131285
NPL,Nepal,Low income,South Asia,"Romania, Government of",,2015-06-19,2015-10-08,Assist Nepalese people affected by the earthquake,[EDRIS:72978],,,0.05,,0.05,1,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,,,,FALSE,134342
NPL,Nepal,Low income,South Asia,UNICEF National Committee/Netherlands,,2015-06-22,2015-11-09,to be allocated to specific projects,"",1.648322,0.918,1.795558,,1.795558,1,0,0,1.795558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.795558,,,,FALSE,131542
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-06-23,2015-07-02,"Earthquake Relief Response -WASH, Kathmandu Valley, Sindhupalchowk, Dhading (through Humanitarian Coalition Appeal (Canadian public appeal)","",0.16395,1.252,0.13095,,0.13095,1,0,0,0.13095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13095,,,,FALSE,131269
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-06-23,2015-07-02,"Earthquake Relief Response -WASH, Kathmandu Valley, Sindhupalchowk, Dhading (through Humanitarian Coalition Appeal (Canadian public appeal)","",0.16395,1.252,0.13095,,0.13095,1,0,0,0.13095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13095,,,,FALSE,131270
NPL,Nepal,Low income,South Asia,"Canada, Government of",,2015-06-23,2015-08-12,Health (D002748),D002748,1.4,1.252,1.118211,,1.118211,1,0,0,1.118211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.118211,,,,FALSE,131829
NPL,Nepal,Low income,South Asia,"Canada, Government of",,2015-06-23,2015-08-12,"Emergency Shelter and NFIs for 15,000 households in Nuwakot, Rasuwa ,Dhading and Dolakha districts (D002512)",D002512,1,1.252,0.798722,,0.798722,1,0,0,0.798722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798722,,,,FALSE,131830
NPL,Nepal,Low income,South Asia,"Canada, Government of",,2015-06-23,2015-08-12,"To deliver a shelter response that supports appropriate, flexible, progressive solutions to affected, vulnerable populations that contributes to their own self recovery to provide a safer, more resilient and durable shelter  (D002750)",D002750,1,1.252,0.798722,,0.798722,1,0,0,0.798722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798722,,,,FALSE,131831
NPL,Nepal,Low income,South Asia,"Canada, Government of",,2015-06-23,2015-08-12,Cash based programming - Food security relief to the earthquake affected population through multi purpose cash intervention in Nuwakot and Rasuwa districts (D002742),D002742,1,1.252,0.798722,,0.798722,1,0,0,0.798722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798722,,,,FALSE,131832
NPL,Nepal,Low income,South Asia,"Canada, Government of",,2015-06-23,2015-08-12,"Emergency WASH Support for 100,000 Most Vulnerable People in Four Districts  (D002513)",D002513,0.75,1.252,0.599042,,0.599042,1,0,0,0.599042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599042,,,,FALSE,131833
NPL,Nepal,Low income,South Asia,"Canada, Government of",,2015-06-23,2015-08-12,"Health, WASH and Shelter (D002749)",D002749,0.7,1.252,0.559105,,0.559105,1,0,0,0.559105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559105,,,,FALSE,131834
NPL,Nepal,Low income,South Asia,"Canada, Government of",,2015-06-23,2015-08-12,Protection and Education (D002751),D002751,0.35,1.252,0.279553,,0.279553,1,0,0,0.279553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279553,,,,FALSE,131835
NPL,Nepal,Low income,South Asia,"Canada, Government of",,2015-06-23,2015-08-12,Provision of emergency WASH relief to earthquake-affected populations in Nepal (D002516),D002516,0.3,1.252,0.239617,,0.239617,1,0,0,0.239617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239617,,,,FALSE,131836
NPL,Nepal,Low income,South Asia,"Canada, Government of",,2015-06-23,2015-08-12,Food and logistics (D002548 - D002549),D002548 - D002549,4,1.252,3.194888,,3.194888,1,0,0,3.194888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.194888,,,,FALSE,131837
NPL,Nepal,Low income,South Asia,"Canada, Government of",,2015-06-23,2017-11-21,Emergency assistance to re-establish agricultural-based livelihoods of vulnerable earthquake-affected smallholder farmers in the six most affected districts in Nepal (D002779),D002779,2,1.252,1.597444,,1.597444,1,0,0,1.597444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.597444,,,,FALSE,131838
NPL,Nepal,Low income,South Asia,"Canada, Government of",,2015-06-23,2015-08-12,"WASH, Protection and Nutrition (D002547)",D002547,0.5,1.198998,0.417015,,0.417015,1,0,0,0.417015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417015,,,,FALSE,131839
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-06-24,2015-08-18,"Provision of Emergency Shelter, Non Food Items (NFI) and shelter support to self recovery to Earthquake Affected Population in Nepal for 25,000 Vulnerable Households","",21.995914,7.834974,2.807401,,2.807401,1,0,0,2.807401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.807401,,,,FALSE,131016
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-06-24,2017-11-21,Emergency assistance to re-establish agricultural-based livelihoods of vulnerable earthquake-affected smallholder farmers in the six most affected districts in Nepal,"",20,7.851,2.547446,,2.547446,1,0,0,2.547446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.547446,,,,FALSE,131017
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-06-24,2015-06-24,Emergency Assistance to Earthquake Affected Populations,"",20,7.851,2.547446,,2.547446,1,0,0,2.547446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.547446,,,,FALSE,131018
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-06-24,2015-06-24,"Emergency Assistance to Earthquake Affected Populations [Norwegian NGOs based in Nepal (Utviklingsfondet, Plan, Forut)]","",17.5,7.851,2.229015,,2.229015,1,0,0,2.229015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.229015,,,,FALSE,131020
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-06-24,2015-06-24,Emergency Assistance to Earthquake Affected Populations,"",5,7.851,0.636862,,0.636862,1,0,0,0.636862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636862,,,,FALSE,131021
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-06-24,2015-06-24,Emergency Assistance to Earthquake Affected Populations,"",5,7.851,0.636862,,0.636862,1,0,0,0.636862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636862,,,,FALSE,131022
NPL,Nepal,Low income,South Asia,"Sweden, Government of",,2015-06-24,2017-11-21,Provision of Humanitarian Air Services in Nepal,[EDRIS:71860],10,8.507,1.175503,,1.175503,1,0,0,1.175503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.175503,,,,FALSE,131928
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-06-24,2017-11-21,Camp Coordination and Camp Management for Earthquake-Displaced Persons in Nepal,"",1.64008,7.83,0.209461,,0.209461,1,0,0,0.209461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209461,,,,FALSE,132638
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-06-24,2015-09-28,"Assisted Referral and Discharge, Public Health in Camps and Psycho-social Support for IDPs affected by Nepal Earthquake","",1.364006,7.840963,0.173959,,0.173959,1,0,0,0.173959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173959,,,,FALSE,132639
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-06-24,2015-06-24,Humanitarian assistance and support to early recovery after the earthquake. (total funding of NOK 100 million - fully allocated to specific organizations),"",0,7.851,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,FALSE,152932
NPL,Nepal,Low income,South Asia,"New Zealand, Government of",,2015-06-24,2017-03-23,"10-week deployment of 10-12 engineers experienced in detailed seismic assessment of buildings to support the Nepal Department of Urban Development and Building Construction  and the National Reconstruction Authority by providing on-the-job training in detailed assessment of seismic resilience; seismic damage assessment; seismic analysis including design of repair and retro-fit solutions; training in barricading, shoring, temporary works, de-construction and demolition; and to develop, in conjunction with local engineers, a culturally and economically acceptable substitute for the unreinforced brick walls used in a majority of new high-rise residential and commercial buildings. Requested by Government of Nepal","",1,1.46,0.684932,,0.684932,1,0,0,0.684932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684932,,,,FALSE,155533
NPL,Nepal,Low income,South Asia,"Belarus, Government of",,2015-06-24,2016-04-12,"Nepal: Nepal - Earthquake - April 2015,tent - 30 pieces; blanket - 5000 pieces; sugar - 5 tonnes; food - 5 tonnes; clothes - 1100 items","",3390,15409.09,0.22,,0.22,1,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,,,,FALSE,140327
NPL,Nepal,Low income,South Asia,"United States of America, Government of",,2015-06-25,2015-06-26,WASH Assistance for Vulnerable Earthquake-affected Communities in Nepal (USAID/OFDA),"",,,0.199603,,0.199603,1,0,0,0.199603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199603,,,,FALSE,131173
NPL,Nepal,Low income,South Asia,"United States of America, Government of",,2015-06-25,2015-07-22,"Logistics Support and Relief Commodities, Shelter and Settlements, WASH - Sindhupalchowk District (USAID/OFDA)","",,,1.196206,,1.196206,1,0,0,1.196206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.196206,,,,FALSE,131174
NPL,Nepal,Low income,South Asia,"United States of America, Government of",,2015-06-25,2015-06-26,"Logistics Support and Relief Commodities, Shelter and Settlements, WASH - Sindhupalchowk District (USAID/OFDA)","",,,0.499985,,0.499985,1,0,0,0.499985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499985,,,,FALSE,131175
NPL,Nepal,Low income,South Asia,"United States of America, Government of",,2015-06-25,2015-06-26,"Logistics Support and Relief Commodities, Shelter and Settlements, WASH - Sindhupalchowk District (USAID/OFDA)","",,,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,FALSE,131176
NPL,Nepal,Low income,South Asia,"United States of America, Government of",,2015-06-25,2015-06-26,"Shelter and Settlements, WASH - Nuwakot District (USAID/OFDA)","",,,1.227388,,1.227388,1,0,0,1.227388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.227388,,,,FALSE,131177
NPL,Nepal,Low income,South Asia,"United States of America, Government of",,2015-06-25,2015-06-26,"Shelter and Settlements, WASH - Dolakha District (USAID/OFDA)","",,,1,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,FALSE,131178
NPL,Nepal,Low income,South Asia,"United States of America, Government of",,2015-06-25,2015-06-26,Protection (USAID/OFDA),"",,,0.45,,0.45,1,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,,,,FALSE,131179
NPL,Nepal,Low income,South Asia,"United States of America, Government of",,2015-06-25,2015-06-26,"Health - Bhaktapur, Kathmandu, Lalitpur, Nuwakot District (USAID/OFDA)","",,,0.3,,0.3,1,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,,,FALSE,131180
NPL,Nepal,Low income,South Asia,"Australia, Government of",,2015-06-30,2015-06-30,"Assisted Referral and Discharge, Public Health in Camps and Psycho-social Support for IDPs affected by Nepal Earthquake",[EDRIS:71181],,,0.221205,,0.221205,1,0,0,0.221205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221205,,,,FALSE,131214
NPL,Nepal,Low income,South Asia,"Australia, Government of",,2015-06-30,2015-06-30,Emergency Protection Monitoring and Life Saving Actions to Reduce Risk of Exploitation of Vulnerable IDPs,[EDRIS:71181],,,0.320366,,0.320366,1,0,0,0.320366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320366,,,,FALSE,131215
NPL,Nepal,Low income,South Asia,"Australia, Government of",,2015-06-30,2015-08-18,Safe Emergency Debris Removal and Management to prepare for shelter and recovery of earthquake affected communities in Nepal,[EDRIS:71181],,,0.221205,,0.221205,1,0,0,0.221205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221205,,,,FALSE,131216
NPL,Nepal,Low income,South Asia,"United Kingdom, Government of",,2015-07-01,2015-07-28,Provision of dignity kits and support to protection efforts in affected districts in Nepal,UKA92,0.5,0.635,0.787402,,0.787402,1,0,0,0,0.787402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787402,,,,FALSE,132007
NPL,Nepal,Low income,South Asia,UNICEF National Committee/Slovakia,,2015-07-01,2015-08-11,to be allocated to specific projects,"",0.5,9.049938,0.055249,,0.055249,1,0,0,0,0.055249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055249,,,,FALSE,132444
NPL,Nepal,Low income,South Asia,UNICEF National Committee/Czech Republic,,2015-07-01,2015-08-11,to be allocated to specific projects,"",0.216189,0.894001,0.241822,,0.241822,1,0,0,0,0.241822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241822,,,,FALSE,132445
NPL,Nepal,Low income,South Asia,"",,2015-07-01,2015-10-08,to be allocated to specific projects (from UNICEF office/South Africa),"",,,0.003079,,0.003079,1,0,0,0,0.003079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003079,,,,FALSE,132447
NPL,Nepal,Low income,South Asia,Swiss Solidarity,,2015-07-01,2015-11-13,"Emergency response of Swiss NGOs and in country partners: NFI, shelter materials, temporary learning centers and temporary health posts, health support","",6.788422,0.933,7.275908,,7.275908,1,0,0,0,7.275908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.275908,,,,FALSE,135463
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-07-02,2015-11-24,QZA-12/0688-34/Emergency Food Assistance to Earthquake Affected Populations,QZA-12/0688-34,7.5,7.851,0.955292,,0.955292,1,0,0,0,0.955292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955292,,,,FALSE,131019
NPL,Nepal,Low income,South Asia,"Denmark, Government of",,2015-07-06,2015-12-18,Nepal (flex) (2015-526),"2015-526, [EDRIS:74267]",0.631579,6.674,0.094633,,0.094633,1,0,0,0,0.094633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094633,,,,FALSE,136711
NPL,Nepal,Low income,South Asia,"Denmark, Government of",,2015-07-06,2016-03-03,Humanitarian Aid Budget 2016 (2015-5526),"2015-5526, [EDRIS:75453]",0.25,6.674,0.037459,,0.037459,1,0,0,0,0.037459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037459,,,,FALSE,138653
NPL,Nepal,Low income,South Asia,"Denmark, Government of",,2015-07-06,2016-03-03,Emergency Response Fund (2015-5526),"2015-5526, [EDRIS:75455]",0.1,6.674,0.014984,,0.014984,1,0,0,0,0.014984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014984,,,,FALSE,138654
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-07-14,2015-07-15,"for medical supplies, transportation and distribution of medical items to local health facilities and medical teams in earthquake-affected districts","",0.155,0.905,0.171271,,0.171271,1,0,0,0,0.171271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171271,,,,FALSE,131604
NPL,Nepal,Low income,South Asia,"Germany, Government of",,2015-07-14,2015-07-16,Favoured above others in the land parts most seriously affected by the earthquake food aid receives to protect her survival. (2015.1828.1),"2015.1828.1, [EDRIS:72060]",0.5,0.918001,0.544662,,0.544662,1,0,0,0,0.544662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544662,,,,FALSE,131654
NPL,Nepal,Low income,South Asia,Qatar Charity,,2015-07-14,2015-09-15,"5,484 Beneficiaries - humanitarian response","",0.3285,3.641,0.090222,,0.090222,1,0,0,0,0.090222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090222,,,,FALSE,133634
NPL,Nepal,Low income,South Asia,Qatar Charity,,2015-07-14,2015-09-15,"6,600 Beneficiaries - food","",0.210788,3.641,0.057893,,0.057893,1,0,0,0,0.057893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057893,,,,FALSE,133635
NPL,Nepal,Low income,South Asia,UNICEF National Committee/Austria,,2015-07-16,2015-09-03,to be allocated to specific projects,"",0.2,0.915001,0.218579,,0.218579,1,0,0,0,0.218579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218579,,,,FALSE,133188
NPL,Nepal,Low income,South Asia,"Luxembourg, Government of",,2015-07-17,2015-08-07,Protection of children from human trafficking (AH/ECPAT/2015/0001) (through ECPAT),"AH/ECPAT/2015/0001, [EDRIS:72346]",0.085973,0.894,0.096167,,0.096167,1,0,0,0,0.096167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096167,,,,FALSE,132354
NPL,Nepal,Low income,South Asia,"France, Government of",,2015-07-17,2015-10-23,Sécurité alimentaire et moyens d’existence- Népal,[EDRIS:72904],0.25,0.894,0.279642,,0.279642,1,0,0,0,0.279642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279642,,,,FALSE,134759
NPL,Nepal,Low income,South Asia,"United States of America, Government of",,2015-07-21,2015-07-22,Emergency and transitional shelter (USAID/FFP),"",,,2.5,,2.5,1,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,,,,FALSE,131795
NPL,Nepal,Low income,South Asia,"United States of America, Government of",,2015-07-21,2015-07-22,USAR (USAID/OFDA) (through Fairfax County Fire and Rescue Department),"",,,3.099891,,3.099891,1,0,0,0,3.099891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.099891,,,,FALSE,131796
NPL,Nepal,Low income,South Asia,"United States of America, Government of",,2015-07-21,2015-07-22,USAR (USAID/OFDA) (Los Angeles County Fire Department),"",,,3.227175,,3.227175,1,0,0,0,3.227175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.227175,,,,FALSE,131797
NPL,Nepal,Low income,South Asia,"United States of America, Government of",,2015-07-21,2017-11-21,Agriculture and Food Security (USAID/OFDA) (through Heifer International),"",,,0.750007,,0.750007,1,0,0,0,0.750007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750007,,,,FALSE,131798
NPL,Nepal,Low income,South Asia,"Germany, Government of",,2015-07-23,2016-05-26,Strengthening Humanitarian Coordination and Advocacy in Nepal (OCT 4846),[OCT 4846];[Pol 320.25 NPL 08/15],0.5,0.918001,0.544662,,0.544662,1,0,0,0,0.544662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544662,,,,FALSE,128402
NPL,Nepal,Low income,South Asia,"Germany, Government of",,2015-07-23,2015-08-24,"Ensuring Life-Saving Reproductive Health Services Particularly for Vulnerable Women, newborn and Girls in Four Earthquake Affected Districts (Nuwakot, Rasuwa, Dhading and Bhaktapur)",DEE06,0.10124,0.905003,0.111867,,0.111867,1,0,0,0,0.111867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111867,,,,FALSE,132027
NPL,Nepal,Low income,South Asia,World Health Organization,,2015-07-23,2015-09-09,In kind - Ensuring lifesaving sexual reproductive health services (SRH) in earthquake affected districts,"",,,0.027405,,0.027405,1,0,0,0,0.027405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027405,,,,FALSE,133519
NPL,Nepal,Low income,South Asia,Friends of UNFPA,,2015-07-24,2015-09-09,Ensuring lifesaving sexual reproductive health services (SRH) in earthquake affected districts,"",,,0.014174,,0.014174,1,0,0,0,0.014174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014174,,,,FALSE,133516
NPL,Nepal,Low income,South Asia,"France, Government of",,2015-07-31,2015-10-30,"Soutien aux activités de déblaiement et de gestion des débris dans les districts de Gorkha, Dolhaka et Sindhupalchok",[EDRIS:73446],0.2,0.894,0.223714,,0.223714,1,0,0,0,0.223714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223714,,,,FALSE,134929
NPL,Nepal,Low income,South Asia,UNICEF National Committee/Germany,,2015-08-01,2015-09-03,to be allocated to specific projects,"",,,0.485,,0.485,1,0,0,0,0,0.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485,,,,FALSE,133190
NPL,Nepal,Low income,South Asia,UNICEF National Committee/Turkey,,2015-08-01,2015-09-03,to be allocated to specific projects,"",0.15,2.781022,0.053937,,0.053937,1,0,0,0,0,0.053937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053937,,,,FALSE,133193
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-08-01,2015-09-03,to be allocated to specific projects (from UNICEF Hungarian Foundation),"",0.015916,0.915028,0.017394,,0.017394,1,0,0,0,0,0.017394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017394,,,,FALSE,133195
NPL,Nepal,Low income,South Asia,"France, Government of",,2015-08-01,2015-10-30,Reconstruction de l’école Nava Prativa dans le district népalais de Kavre  (2015-280),"2015-280, [EDRIS:73447]",0.1,0.915,0.10929,,0.10929,1,0,0,0,0,0.10929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10929,,,,FALSE,134925
NPL,Nepal,Low income,South Asia,"Luxembourg, Government of",,2015-08-05,2017-11-21,Contribution for 2 camps in Nepal (AH/IHP/2015/0001),"AH/IHP/2015/0001, [EDRIS:72342]",0.05,0.918,0.054466,,0.054466,1,0,0,0,0,0.054466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054466,,,,FALSE,132352
NPL,Nepal,Low income,South Asia,US Fund for UNICEF,,2015-08-10,2015-10-08,to be allocated to specific projects,"",,,0.054645,,0.054645,1,0,0,0,0,0.054645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054645,,,,FALSE,134349
NPL,Nepal,Low income,South Asia,European Commission's Humanitarian Aid and Civil Protection Department,,2015-08-11,2016-04-08,"Natural disasters / Integrated Shelter, FSL and WASH projects for emergency assistance to earthquake affected population in Nuwakot and Rasuwa Districts, Nepal (ECHO/-SA/BUD/2015/91040)","ECHO/-SA/BUD/2015/91040, [EDRIS:-33976]",0.7,0.915,0.765027,,0.765027,1,0,0,0,0,0.765027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765027,,,,FALSE,132518
NPL,Nepal,Low income,South Asia,European Commission's Humanitarian Aid and Civil Protection Department,,2015-08-13,2015-08-25,Natural disasters / Early recovery support for earthquake affected populations in Nepal (ECHO/-SA/BUD/2015/91041),"ECHO/-SA/BUD/2015/91041, [EDRIS:-33998]",0.9,0.915,0.983607,,0.983607,1,0,0,0,0,0.983607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983607,,,,FALSE,132656
NPL,Nepal,Low income,South Asia,European Commission's Humanitarian Aid and Civil Protection Department,,2015-08-17,2016-02-11,Natural disasters / Early recovery support to earthquake affected communities in Nepal (NERP: Nepal Earthquake Recovery Project) (part of ECHO/-SA/BUD/2015/91044),"part of ECHO/-SA/BUD/2015/91044, [EDRIS:-34056]",0.2745,0.915,0.3,,0.3,1,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,,,,FALSE,132692
NPL,Nepal,Low income,South Asia,European Commission's Humanitarian Aid and Civil Protection Department,,2015-08-17,2015-08-20,"Comprehensive WASH response in the eartquake effected community in Dhading, Gorkha, Lalitpur and Bhaktapur districts (part of ECHO/-SA/BUD/2015/91044)","part of ECHO/-SA/BUD/2015/91044, [EDRIS:-34056]",0.6255,0.915,0.683607,,0.683607,1,0,0,0,0,0.683607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683607,,,,FALSE,132693
NPL,Nepal,Low income,South Asia,Private (individuals & organizations),,2015-08-18,2015-09-09,Ensuring lifesaving sexual reproductive health services (SRH) in earthquake affected districts,"",,,0.029241,,0.029241,1,0,0,0,0,0.029241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029241,,,,FALSE,133517
NPL,Nepal,Low income,South Asia,"Norway, Government of",,2015-08-19,2015-12-01,QZA-13/0584-37/Humanitarian aid Nepal earthquake first phase,QZA-13/0584-37,6.5,8.189,0.793748,,0.793748,1,0,0,0,0,0.793748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793748,,,,FALSE,136174
NPL,Nepal,Low income,South Asia,European Commission's Humanitarian Aid and Civil Protection Department,,2015-08-20,2015-12-22,Support the earthquake affected population to meet their relief and early recovery needs in Rasuwa district. (ECHO/-SA/BUD/2015/91042),"ECHO/-SA/BUD/2015/91042, [EDRIS:-33999]",1,0.915,1.092896,,1.092896,1,0,0,0,0,1.092896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.092896,,,,FALSE,132789
